image_path,label,split
train/Strawberry_healthy/PlantVillage_train_PlantVillage_train_Strawberry___healthy_047493.jpg,Strawberry_healthy,train
val/Tomato_Leaf_Mold/PlantVillage_val_PlantVillage_val_Tomato___Leaf_Mold_070891.jpg,Tomato_Leaf_Mold,val
train/Apple_Black_Rot/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Black_rot_004831.jpg,Apple_Black_Rot,train
train/Apple_Scab/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Apple_scab_002723.jpg,Apple_Scab,train
train/Tomato_Bacterial_Spot/PlantVillage_train_PlantVillage_train_Tomato___Bacterial_spot_048610.jpg,Tomato_Bacterial_Spot,train
train/Rice_Healthy/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_healthy_080378.jpeg,Rice_Healthy,train
train/Tomato_Septoria_Leaf_Spot/PlantVillage_train_PlantVillage_train_Tomato___Septoria_leaf_spot_054753.jpg,Tomato_Septoria_Leaf_Spot,train
train/Rice_Leaf_Folder/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_leaf_folder_085463.jpeg,Rice_Leaf_Folder,train
train/Orange_Haunglongbing_(Citrus_greening)/PlantVillage_train_PlantVillage_train_Orange___Haunglongbing_(Citrus_greening)_032969.jpg,Orange_Haunglongbing_(Citrus_greening),train
train/Rice_Tungro/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_tungro_088173.jpeg,Rice_Tungro,train
train/Tomato_Bacterial_Spot/PlantVillage_train_PlantVillage_train_Tomato___Bacterial_spot_048997.jpg,Tomato_Bacterial_Spot,train
train/Cassava_Brown_Streak_Disease/Cassava_train_Cassava_train_cbsd_015259.jpg,Cassava_Brown_Streak_Disease,train
test/Apple_Healthy/Apple_Disease_Dataset_test_Apple_Disease_Dataset_test_Apple___healthy_001842.jpg,Apple_Healthy,test
train/Tomato_Target_Spot/PlantVillage_train_PlantVillage_train_Tomato___Target_Spot_057264.jpg,Tomato_Target_Spot,train
train/Cassava_Mosaic_Disease/Cassava_train_Cassava_train_cmd_016856.jpg,Cassava_Mosaic_Disease,train
train/Grape_Esca_(Black_Measles)/PlantVillage_train_PlantVillage_train_Grape___Esca_(Black_Measles)_029625.jpg,Grape_Esca_(Black_Measles),train
train/Potato_Healthy/PlantVillage_train_PlantVillage_train_Potato___healthy_040429.jpg,Potato_Healthy,train
train/Strawberry_healthy/PlantVillage_train_PlantVillage_train_Strawberry___healthy_047290.jpg,Strawberry_healthy,train
train/Strawberry_leaf/plantDoc_train_plantDoc_train_Strawberry_leaf_021135.jpg,Strawberry_leaf,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_006139.jpg,Apple_Cedar_Apple_Rust,train
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_061117.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Tomato_Healthy/PlantVillage_train_PlantVillage_train_Tomato___healthy_051187.jpg,Tomato_Healthy,train
train/Rice_Blast/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_blast_077484.jpeg,Rice_Blast,train
train/Tomato_Late_Blight/PlantVillage_train_PlantVillage_train_Tomato___Late_blight_052507.jpg,Tomato_Late_Blight,train
train/Tomato_Mosaic_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_mosaic_virus_058398.jpg,Tomato_Mosaic_Virus,train
val/Soybean_healthy/PlantVillage_val_PlantVillage_val_Soybean___healthy_068453.jpg,Soybean_healthy,val
test/Rice_Bacterial_Leaf_Stripe/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_stripes_075505.jpeg,Rice_Bacterial_Leaf_Stripe,test
train/Orange_Haunglongbing_(Citrus_greening)/PlantVillage_train_PlantVillage_train_Orange___Haunglongbing_(Citrus_greening)_032023.jpg,Orange_Haunglongbing_(Citrus_greening),train
train/Tomato_Leaf_Mold/plantDoc_train_plantDoc_train_Tomato_mold_leaf_021853.jpg,Tomato_Leaf_Mold,train
val/Soybean_healthy/PlantVillage_val_PlantVillage_val_Soybean___healthy_068698.jpg,Soybean_healthy,val
train/Tomato_Healthy/PlantVillage_train_PlantVillage_train_Tomato___healthy_051014.jpg,Tomato_Healthy,train
train/Strawberry_healthy/PlantVillage_train_PlantVillage_train_Strawberry___healthy_047362.jpg,Strawberry_healthy,train
test/Rice_Blast/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_blast_073809.jpg,Rice_Blast,test
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_060114.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Potato_Late_Blight/PlantVillage_train_PlantVillage_train_Potato___Late_blight_040541.jpg,Potato_Late_Blight,train
train/Grape_Black_rot/PlantVillage_train_PlantVillage_train_Grape___Black_rot_027941.jpg,Grape_Black_rot,train
val/Soybean_healthy/PlantVillage_val_PlantVillage_val_Soybean___healthy_068440.jpg,Soybean_healthy,val
val/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_val_PlantVillage_val_Tomato___Tomato_Yellow_Leaf_Curl_Virus_072424.jpg,Tomato_Yellow_Leaf_Curl_Virus,val
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_006654.jpg,Apple_Cedar_Apple_Rust,train
train/Squash_Powdery_mildew_leaf/plantDoc_train_plantDoc_train_Squash_Powdery_mildew_leaf_020999.jpg,Squash_Powdery_mildew_leaf,train
train/Grape_Esca_(Black_Measles)/PlantVillage_train_PlantVillage_train_Grape___Esca_(Black_Measles)_029429.jpg,Grape_Esca_(Black_Measles),train
train/Raspberry_leaf/plantDoc_train_plantDoc_train_Raspberry_leaf_020892.jpg,Raspberry_leaf,train
train/Soybean_healthy/PlantVillage_train_PlantVillage_train_Soybean___healthy_042985.jpg,Soybean_healthy,train
val/Cherry_(including_sour)_healthy/PlantVillage_val_PlantVillage_val_Cherry_(including_sour)___healthy_063238.jpg,Cherry_(including_sour)_healthy,val
train/Grape_Esca_(Black_Measles)/PlantVillage_train_PlantVillage_train_Grape___Esca_(Black_Measles)_028935.jpg,Grape_Esca_(Black_Measles),train
train/Peach_healthy/PlantVillage_train_PlantVillage_train_Peach___healthy_037442.jpg,Peach_healthy,train
train/Grape_Leaf_blight_(Isariopsis_Leaf_Spot)/PlantVillage_train_PlantVillage_train_Grape___Leaf_blight_(Isariopsis_Leaf_Spot)_031051.jpg,Grape_Leaf_blight_(Isariopsis_Leaf_Spot),train
val/Soybean_healthy/PlantVillage_val_PlantVillage_val_Soybean___healthy_067890.jpg,Soybean_healthy,val
train/Cherry_(including_sour)_Powdery_mildew/PlantVillage_train_PlantVillage_train_Cherry_(including_sour)___Powdery_mildew_024555.jpg,Cherry_(including_sour)_Powdery_mildew,train
val/Rice_Tungro/rice-leaf-disease-riceguard_val_rice-leaf-disease-riceguard_val_tungro_091528.jpeg,Rice_Tungro,val
train/Tomato_Bacterial_Spot/PlantVillage_train_PlantVillage_train_Tomato___Bacterial_spot_048880.jpg,Tomato_Bacterial_Spot,train
train/Tomato_Bacterial_Spot/PlantVillage_train_PlantVillage_train_Tomato___Bacterial_spot_049087.jpg,Tomato_Bacterial_Spot,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_006840.jpg,Apple_Cedar_Apple_Rust,train
train/Potato_Early_Blight/PlantVillage_train_PlantVillage_train_Potato___Early_blight_039641.jpg,Potato_Early_Blight,train
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_061198.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Cassava_Mosaic_Disease/Cassava_train_Cassava_train_cmd_018458.jpg,Cassava_Mosaic_Disease,train
train/Corn_(maize)_Common_rust_/PlantVillage_train_PlantVillage_train_Corn_(maize)___Common_rust__026041.jpg,Corn_(maize)_Common_rust_,train
val/Peach_healthy/PlantVillage_val_PlantVillage_val_Peach___healthy_066736.jpg,Peach_healthy,val
test/Orange_Haunglongbing_(Citrus_greening)/PlantVillage_test_PlantVillage_train_Orange___Haunglongbing_(Citrus_greening)_031858.jpg,Orange_Haunglongbing_(Citrus_greening),test
train/Grape_healthy/PlantVillage_train_PlantVillage_train_Grape___healthy_030053.jpg,Grape_healthy,train
test/Rice_Blast/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_blast_073238.jpeg,Rice_Blast,test
train/Strawberry_healthy/PlantVillage_train_PlantVillage_train_Strawberry___healthy_047417.jpg,Strawberry_healthy,train
train/Rice_Healthy/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_healthy_082404.jpg,Rice_Healthy,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_007088.jpg,Apple_Cedar_Apple_Rust,train
train/Raspberry_leaf/plantDoc_train_plantDoc_train_Raspberry_leaf_020822.jpg,Raspberry_leaf,train
val/Tomato_Target_Spot/PlantVillage_val_PlantVillage_val_Tomato___Target_Spot_071861.jpg,Tomato_Target_Spot,val
val/Orange_Haunglongbing_(Citrus_greening)/PlantVillage_val_PlantVillage_val_Orange___Haunglongbing_(Citrus_greening)_065864.jpg,Orange_Haunglongbing_(Citrus_greening),val
train/Squash_Powdery_mildew/PlantVillage_train_PlantVillage_train_Squash___Powdery_mildew_046189.jpg,Squash_Powdery_mildew,train
test/Orange_Haunglongbing_(Citrus_greening)/PlantVillage_test_PlantVillage_train_Orange___Haunglongbing_(Citrus_greening)_034013.jpg,Orange_Haunglongbing_(Citrus_greening),test
train/Strawberry_leaf/plantDoc_train_plantDoc_train_Strawberry_leaf_021098.jpg,Strawberry_leaf,train
test/Rice_Healthy/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_healthy_074115.jpeg,Rice_Healthy,test
train/Grape_Esca_(Black_Measles)/PlantVillage_train_PlantVillage_train_Grape___Esca_(Black_Measles)_029761.jpg,Grape_Esca_(Black_Measles),train
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_059272.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Corn_(maize)_Northern_Leaf_Blight/PlantVillage_train_PlantVillage_train_Corn_(maize)___Northern_Leaf_Blight_027355.jpg,Corn_(maize)_Northern_Leaf_Blight,train
train/Strawberry_Leaf_scorch/PlantVillage_train_PlantVillage_train_Strawberry___Leaf_scorch_047528.jpg,Strawberry_Leaf_scorch,train
train/Apple_Black_Rot/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Black_rot_004309.jpg,Apple_Black_Rot,train
val/Cassava_Green_Mite/Cassava_val_Cassava_train_cgm_015833.jpg,Cassava_Green_Mite,val
train/Corn_(maize)_healthy/PlantVillage_train_PlantVillage_train_Corn_(maize)___healthy_026125.jpg,Corn_(maize)_healthy,train
test/Rice_Leaf_Folder/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_leaf_folder_075000.jpeg,Rice_Leaf_Folder,test
train/Rice_Blast/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_blast_077770.jpeg,Rice_Blast,train
train/Apple_Healthy/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___healthy_008768.jpg,Apple_Healthy,train
val/Potato_Late_Blight/PlantVillage_val_PlantVillage_val_Potato___Late_blight_067603.jpg,Potato_Late_Blight,val
train/Tomato_Bacterial_Spot/PlantVillage_train_PlantVillage_train_Tomato___Bacterial_spot_049298.jpg,Tomato_Bacterial_Spot,train
train/Rice_Insect_Damage/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_insect_083642.jpeg,Rice_Insect_Damage,train
test/Rice_Bacterial_Leaf_Stripe/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_stripes_075316.jpeg,Rice_Bacterial_Leaf_Stripe,test
"train/Bell_Pepper_Bacterial_Spot/PlantVillage_train_PlantVillage_train_Pepper,_bell___Bacterial_spot_037882.jpg",Bell_Pepper_Bacterial_Spot,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_007495.jpg,Apple_Cedar_Apple_Rust,train
test/Rice_Blast/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_blast_073284.jpeg,Rice_Blast,test
train/Rice_Tungro/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_tungro_088141.jpeg,Rice_Tungro,train
train/Strawberry_Leaf_scorch/PlantVillage_train_PlantVillage_train_Strawberry___Leaf_scorch_048383.jpg,Strawberry_Leaf_scorch,train
train/Apple_Healthy/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___healthy_009064.jpg,Apple_Healthy,train
train/Strawberry_Leaf_scorch/PlantVillage_train_PlantVillage_train_Strawberry___Leaf_scorch_048234.jpg,Strawberry_Leaf_scorch,train
train/Tomato_Mosaic_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_mosaic_virus_058470.jpg,Tomato_Mosaic_Virus,train
train/Cassava_Mosaic_Disease/Cassava_train_Cassava_train_cmd_018301.jpg,Cassava_Mosaic_Disease,train
train/Cassava_Brown_Streak_Disease/Cassava_train_Cassava_train_cbsd_014302.jpg,Cassava_Brown_Streak_Disease,train
train/Rice_Blast/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_blast_076253.jpeg,Rice_Blast,train
val/Peach_healthy/PlantVillage_val_PlantVillage_val_Peach___healthy_066782.jpg,Peach_healthy,val
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_007360.jpg,Apple_Cedar_Apple_Rust,train
train/Squash_Powdery_mildew/PlantVillage_train_PlantVillage_train_Squash___Powdery_mildew_047040.jpg,Squash_Powdery_mildew,train
train/Blueberry_healthy/PlantVillage_train_PlantVillage_train_Blueberry___healthy_022225.jpg,Blueberry_healthy,train
"train/Bell_Pepper_Healthy/PlantVillage_train_PlantVillage_train_Pepper,_bell___healthy_039060.jpg",Bell_Pepper_Healthy,train
train/Tomato_Yellow_Leaf_Curl_Virus/plantDoc_train_plantDoc_train_Tomato_leaf_yellow_virus_021592.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Soybean_healthy/PlantVillage_train_PlantVillage_train_Soybean___healthy_041802.jpg,Soybean_healthy,train
train/Blueberry_healthy/PlantVillage_train_PlantVillage_train_Blueberry___healthy_023017.jpg,Blueberry_healthy,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_006737.jpg,Apple_Cedar_Apple_Rust,train
test/Rice_Blast/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_blast_073747.jpeg,Rice_Blast,test
train/Cherry_leaf/plantDoc_train_plantDoc_train_Cherry_leaf_019852.jpg,Cherry_leaf,train
train/Rice_Insect_Damage/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_insect_083926.jpeg,Rice_Insect_Damage,train
train/Tomato_Late_Blight/PlantVillage_train_PlantVillage_train_Tomato___Late_blight_053309.jpg,Tomato_Late_Blight,train
train/Apple_Healthy/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___healthy_009017.jpg,Apple_Healthy,train
train/Cherry_(including_sour)_Powdery_mildew/PlantVillage_train_PlantVillage_train_Cherry_(including_sour)___Powdery_mildew_024304.jpg,Cherry_(including_sour)_Powdery_mildew,train
val/Corn_(maize)_Cercospora_leaf_spot_Gray_leaf_spot/PlantVillage_val_PlantVillage_val_Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot_063650.jpg,Corn_(maize)_Cercospora_leaf_spot_Gray_leaf_spot,val
train/Apple_Scab/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Apple_scab_003856.jpg,Apple_Scab,train
train/Apple_Healthy/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___healthy_008215.jpg,Apple_Healthy,train
train/Cassava_Mosaic_Disease/Cassava_train_Cassava_train_cmd_017669.jpg,Cassava_Mosaic_Disease,train
"val/Bell_Pepper_Bacterial_Spot/PlantVillage_val_PlantVillage_val_Pepper,_bell___Bacterial_spot_066958.jpg",Bell_Pepper_Bacterial_Spot,val
train/grape_leaf/plantDoc_train_plantDoc_train_grape_leaf_020244.jpg,grape_leaf,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_006290.jpg,Apple_Cedar_Apple_Rust,train
train/Peach_Bacterial_spot/PlantVillage_train_PlantVillage_train_Peach___Bacterial_spot_036236.jpg,Peach_Bacterial_spot,train
train/Strawberry_leaf/plantDoc_train_plantDoc_train_Strawberry_leaf_021152.jpg,Strawberry_leaf,train
train/Tomato_Healthy/PlantVillage_train_PlantVillage_train_Tomato___healthy_051301.jpg,Tomato_Healthy,train
train/Apple_Healthy/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___healthy_009436.jpg,Apple_Healthy,train
train/Peach_healthy/PlantVillage_train_PlantVillage_train_Peach___healthy_037481.jpg,Peach_healthy,train
train/Tomato_Early_Blight/PlantVillage_train_PlantVillage_train_Tomato___Early_blight_050847.jpg,Tomato_Early_Blight,train
train/Squash_Powdery_mildew_leaf/plantDoc_train_plantDoc_train_Squash_Powdery_mildew_leaf_021046.jpg,Squash_Powdery_mildew_leaf,train
train/Squash_Powdery_mildew/PlantVillage_train_PlantVillage_train_Squash___Powdery_mildew_046451.jpg,Squash_Powdery_mildew,train
train/Apple_Black_Rot/plantDoc_train_plantDoc_train_Apple_rust_leaf_019425.jpg,Apple_Black_Rot,train
train/grape_leaf/plantDoc_train_plantDoc_train_grape_leaf_020217.jpg,grape_leaf,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_007180.jpg,Apple_Cedar_Apple_Rust,train
train/Tomato_Target_Spot/PlantVillage_train_PlantVillage_train_Tomato___Target_Spot_058204.jpg,Tomato_Target_Spot,train
"val/Bell_Pepper_Healthy/PlantVillage_val_PlantVillage_val_Pepper,_bell___healthy_067195.jpg",Bell_Pepper_Healthy,val
train/Grape_Black_rot/PlantVillage_train_PlantVillage_train_Grape___Black_rot_028430.jpg,Grape_Black_rot,train
train/Soybean_healthy/PlantVillage_train_PlantVillage_train_Soybean___healthy_041614.jpg,Soybean_healthy,train
train/Rice_Healthy/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_healthy_079953.jpeg,Rice_Healthy,train
train/Cassava_Bacterial_Blight/Cassava_train_Cassava_train_cbb_013916.jpg,Cassava_Bacterial_Blight,train
train/Orange_Haunglongbing_(Citrus_greening)/PlantVillage_train_PlantVillage_train_Orange___Haunglongbing_(Citrus_greening)_034091.jpg,Orange_Haunglongbing_(Citrus_greening),train
train/Apple_Scab/plantDoc_train_plantDoc_train_Apple_Scab_Leaf_019589.jpg,Apple_Scab,train
train/Tomato_Mosaic_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_mosaic_virus_058553.jpg,Tomato_Mosaic_Virus,train
"test/Bell_Pepper_Healthy/PlantVillage_test_PlantVillage_train_Pepper,_bell___healthy_038962.jpg",Bell_Pepper_Healthy,test
train/Strawberry_Leaf_scorch/PlantVillage_train_PlantVillage_train_Strawberry___Leaf_scorch_048087.jpg,Strawberry_Leaf_scorch,train
train/Cherry_(including_sour)_healthy/PlantVillage_train_PlantVillage_train_Cherry_(including_sour)___healthy_023386.jpg,Cherry_(including_sour)_healthy,train
train/Apple_Cedar_Apple_Rust/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Cedar_apple_rust_007038.jpg,Apple_Cedar_Apple_Rust,train
val/Tomato_Septoria_Leaf_Spot/PlantVillage_val_PlantVillage_val_Tomato___Septoria_leaf_spot_071312.jpg,Tomato_Septoria_Leaf_Spot,val
test/Grape_Esca_(Black_Measles)/PlantVillage_test_PlantVillage_train_Grape___Esca_(Black_Measles)_028846.jpg,Grape_Esca_(Black_Measles),test
train/Apple_Scab/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___Apple_scab_003397.jpg,Apple_Scab,train
test/Rice_Insect_Damage/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_insect_074640.jpeg,Rice_Insect_Damage,test
train/Potato_Late_Blight/plantDoc_train_plantDoc_train_Potato_leaf_late_blight_020790.jpg,Potato_Late_Blight,train
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_062638.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
val/Tomato_Late_Blight/PlantVillage_val_PlantVillage_val_Tomato___Late_blight_070491.jpg,Tomato_Late_Blight,val
val/Tomato_Bacterial_Spot/PlantVillage_val_PlantVillage_val_Tomato___Bacterial_spot_069746.jpg,Tomato_Bacterial_Spot,val
train/Tomato_Septoria_Leaf_Spot/PlantVillage_train_PlantVillage_train_Tomato___Septoria_leaf_spot_055591.jpg,Tomato_Septoria_Leaf_Spot,train
train/Blueberry_healthy/PlantVillage_train_PlantVillage_train_Blueberry___healthy_022691.jpg,Blueberry_healthy,train
val/Blueberry_healthy/PlantVillage_val_PlantVillage_val_Blueberry___healthy_063017.jpg,Blueberry_healthy,val
train/Potato_Late_Blight/plantDoc_train_plantDoc_train_Potato_leaf_late_blight_020639.jpg,Potato_Late_Blight,train
train/Tomato_Mosaic_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_mosaic_virus_058360.jpg,Tomato_Mosaic_Virus,train
train/Corn_(maize)_healthy/PlantVillage_train_PlantVillage_train_Corn_(maize)___healthy_026169.jpg,Corn_(maize)_healthy,train
train/Grape_healthy/PlantVillage_train_PlantVillage_train_Grape___healthy_029921.jpg,Grape_healthy,train
train/Tomato_Healthy/PlantVillage_train_PlantVillage_train_Tomato___healthy_051793.jpg,Tomato_Healthy,train
train/Apple_Healthy/Apple_Disease_Dataset_train_Apple_Disease_Dataset_train_Apple___healthy_009001.jpg,Apple_Healthy,train
train/Corn_leaf_blight/plantDoc_train_plantDoc_train_Corn_leaf_blight_020095.jpg,Corn_leaf_blight,train
val/Tomato_Septoria_Leaf_Spot/PlantVillage_val_PlantVillage_val_Tomato___Septoria_leaf_spot_071153.jpg,Tomato_Septoria_Leaf_Spot,val
val/Apple_Black_Rot/Apple_Disease_Dataset_val_Apple_Disease_Dataset_train_Apple___Black_rot_005640.jpg,Apple_Black_Rot,val
train/Cassava_Healthy/Cassava_train_Cassava_train_healthy_018893.jpg,Cassava_Healthy,train
train/Rice_Healthy/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_healthy_080041.jpeg,Rice_Healthy,train
test/Peach_leaf/plantDoc_test_plantDoc_test_Peach_leaf_019211.jpg,Peach_leaf,test
train/Grape_Black_rot/PlantVillage_train_PlantVillage_train_Grape___Black_rot_028072.jpg,Grape_Black_rot,train
test/Rice_Tungro/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_tungro_075667.jpeg,Rice_Tungro,test
val/grape_leaf_black_rot/plantDoc_val_plantDoc_train_grape_leaf_black_rot_020330.jpg,grape_leaf_black_rot,val
train/Rice_Healthy/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_healthy_082198.jpeg,Rice_Healthy,train
test/Rice_Tungro/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_tungro_075741.jpeg,Rice_Tungro,test
train/Rice_Blast/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_blast_076485.jpeg,Rice_Blast,train
val/Tomato_Spider_Mites/PlantVillage_val_PlantVillage_val_Tomato___Spider_mites Two-spotted_spider_mite_071566.jpg,Tomato_Spider_Mites,val
val/Tomato_Septoria_Leaf_Spot/PlantVillage_val_PlantVillage_val_Tomato___Septoria_leaf_spot_071055.jpg,Tomato_Septoria_Leaf_Spot,val
train/Raspberry_healthy/PlantVillage_train_PlantVillage_train_Raspberry___healthy_041376.jpg,Raspberry_healthy,train
train/Peach_Bacterial_spot/PlantVillage_train_PlantVillage_train_Peach___Bacterial_spot_036093.jpg,Peach_Bacterial_spot,train
test/Tomato_Spider_Mites/PlantVillage_test_PlantVillage_train_Tomato___Spider_mites Two-spotted_spider_mite_056440.jpg,Tomato_Spider_Mites,test
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_061897.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Tomato_Leaf_Mold/PlantVillage_train_PlantVillage_train_Tomato___Leaf_Mold_054353.jpg,Tomato_Leaf_Mold,train
train/Tomato_Healthy/PlantVillage_train_PlantVillage_train_Tomato___healthy_051817.jpg,Tomato_Healthy,train
val/Strawberry_Leaf_scorch/PlantVillage_val_PlantVillage_val_Strawberry___Leaf_scorch_069444.jpg,Strawberry_Leaf_scorch,val
test/Rice_Healthy/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_healthy_074218.jpeg,Rice_Healthy,test
train/Tomato_Spider_Mites/PlantVillage_train_PlantVillage_train_Tomato___Spider_mites Two-spotted_spider_mite_055971.jpg,Tomato_Spider_Mites,train
test/Tomato_Septoria_Leaf_Spot/PlantVillage_test_PlantVillage_train_Tomato___Septoria_leaf_spot_055415.jpg,Tomato_Septoria_Leaf_Spot,test
test/Rice_Healthy/rice-leaf-disease-riceguard_test_rice-leaf-disease-riceguard_test_healthy_074242.jpeg,Rice_Healthy,test
train/Rice_Tungro/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_tungro_087954.jpeg,Rice_Tungro,train
val/Tomato_Healthy/PlantVillage_val_PlantVillage_val_Tomato___healthy_070200.jpg,Tomato_Healthy,val
train/Grape_Esca_(Black_Measles)/PlantVillage_train_PlantVillage_train_Grape___Esca_(Black_Measles)_029799.jpg,Grape_Esca_(Black_Measles),train
val/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_val_PlantVillage_val_Tomato___Tomato_Yellow_Leaf_Curl_Virus_072087.jpg,Tomato_Yellow_Leaf_Curl_Virus,val
train/Cassava_Bacterial_Blight/Cassava_train_Cassava_train_cbb_013528.jpg,Cassava_Bacterial_Blight,train
train/Peach_leaf/plantDoc_train_plantDoc_train_Peach_leaf_020422.jpg,Peach_leaf,train
train/Tomato_Yellow_Leaf_Curl_Virus/PlantVillage_train_PlantVillage_train_Tomato___Tomato_Yellow_Leaf_Curl_Virus_060327.jpg,Tomato_Yellow_Leaf_Curl_Virus,train
train/Corn_Gray_leaf_spot/plantDoc_train_plantDoc_train_Corn_Gray_leaf_spot_019896.jpg,Corn_Gray_leaf_spot,train
train/Cassava_Brown_Streak_Disease/Cassava_train_Cassava_train_cbsd_015318.jpg,Cassava_Brown_Streak_Disease,train
train/Soybean_healthy/PlantVillage_train_PlantVillage_train_Soybean___healthy_042785.jpg,Soybean_healthy,train
train/Tomato_Late_Blight/PlantVillage_train_PlantVillage_train_Tomato___Late_blight_052295.jpg,Tomato_Late_Blight,train
train/Rice_Leaf_Folder/rice-leaf-disease-riceguard_train_rice-leaf-disease-riceguard_train_leaf_folder_085504.jpeg,Rice_Leaf_Folder,train
